C.D.S.  -  SIMBAD4 rel 1.8  -  2024.03.27CET20:58:42

coord 14 29 42.9461331854-62 40 46.164680672 (ICRS, J2000, 2000.0), radius: 50 arcmin
-------------------------------------------------------------------------------------

Number of objects : 2680

 #  |dist(asec)|            identifier             |typ|       coord1 (ICRS,J2000/2000)        |  Mag U  |  Mag B  |  Mag V  |  Mag R  |  Mag I  |  spec. type   |#bib|#not
----|----------|-----------------------------------|---|---------------------------------------|---------|---------|---------|---------|---------|---------------|----|----
2103|   2628.76|UCAC4 141-137486                   |EB*|14 29 55.1931155254 -61 56 58.790669293|     ~   |     ~   |     ~   |13.115   |     ~   |~              |   1|   0
2104|   2629.31|2MASS J14322849-6201228            |LP?|14 32 28.4826941211 -62 01 22.747734057|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
2105|   2630.03|2MASS J14284958-6157225            |LP?|14 28 49.5846808034 -61 57 22.545742609|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
2106|   2630.25|2MASS J14282120-6157582            |LP?|14 28 21.2062027064 -61 57 58.300709978|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
2107|   2631.51|2MASS J14354039-6256460            |LP?|14 35 40.4580031459 -62 56 46.247053468|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
2108|   2631.70|Gaia DR2 5877504419272010880       |*  |14 34 46.2354897568 -62 14 24.516190875|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   2|   0
2109|   2632.75|TYC 9010-349-1                     |*  |14 30 57.4366503360 -61 57 45.075808116|     ~   |12.27    |10.91    |     ~   |     ~   |~              |   3|   0
2110|   2633.77|IRAS 14198-6242                    |Mi*|14 23 43.69392 -62 56 20.8500          |     ~   |     ~   |     ~   |     ~   |17.231   |~              |   2|   0
2111|   2634.02|2MASS J14350525-6217297            |LP?|14 35 05.2495652565 -62 17 29.648236562|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
2112|   2634.49|IRAS 14315-6209                    |LP*|14 35 28.1051722248 -62 22 14.688699492|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   3|   0
2113|   2635.62|TYC 9010-3743-1                    |*  |14 25 01.1263322424 -62 11 19.826000664|     ~   |12.08    |11.59    |     ~   |     ~   |~              |   1|   0
2114|   2636.35|2MASS J14343599-6212480            |LP?|14 34 35.9993920073 -62 12 48.066188147|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
2115|   2639.05|2E 1419.6-6219                     |X  |14 23 26.4 -62 33 02                   |     ~   |     ~   |     ~   |     ~   |     ~   |~              |   0|   0
2116|   2640.30|UCAC4 135-114796                   |SB*|14 24 18.1356209454 -63 04 33.755475514|     ~   |14.953   |13.273   |12.793   |     ~   |~              |   0|   0
2117|   2641.53|2MASS J14315909-6159405            |LP?|14 31 59.0929547365 -61 59 40.628368585|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
2118|   2643.02|2MASS J14231943-6239120            |LP?|14 23 19.4414334214 -62 39 11.934310601|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
2119|   2643.16|2MASS J14242493-6305499            |LP*|14 24 24.9377446760 -63 05 49.833009969|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
2120|   2643.73|TYC 9011-747-1                     |*  |14 35 46.4169578520 -62 55 29.292316788|     ~   |11.86    |11.15    |     ~   |     ~   |~              |   0|   0
2121|   2643.80|TYC 9010-2847-1                    |*  |14 23 42.2941641288 -62 56 23.938246644|     ~   |12.94    |12.36    |     ~   |     ~   |~              |   0|   0
2122|   2643.84|2MASS J14293755-6156425            |LP?|14 29 37.5505128539 -61 56 42.591610497|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
2123|   2644.64|2MASS J14232100-6246047            |LP*|14 23 21.0192579025 -62 46 04.793304735|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
2124|   2645.63|2MASS J14233239-6229346            |LP?|14 23 32.3940320563 -62 29 34.797384046|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
2125|   2645.89|2MASS J14341818-6311497            |LP?|14 34 18.1924368294 -63 11 49.754120118|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
2126|   2645.97|2MASS J14352517-6301167            |LP*|14 35 25.1631560516 -63 01 16.949911627|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   2|   0
2127|   2646.27|TYC 9010-2258-1                    |*  |14 25 27.0120006600 -62 08 06.257926968|     ~   |12.31    |11.72    |     ~   |     ~   |~              |   1|   0
2128|   2647.64|TYC 9010-2850-1                    |*  |14 24 40.6872031464 -62 13 49.264881132|     ~   |12.07    |11.44    |     ~   |     ~   |~              |   2|   0
2129|   2648.38|UCAC4 134-118242                   |SB*|14 31 49.9571489750 -63 22 29.631860760|     ~   |13.702   |12.879   |12.726   |     ~   |~              |   0|   0
2130|   2649.86|2MASS J14324495-6201587            |LP?|14 32 44.9539123953 -62 01 58.621723639|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
2131|   2650.00|2MASS J14232000-6236472            |LP?|14 23 20.0121401822 -62 36 47.216621580|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
2132|   2651.11|Gaia DR3 5877555890105010176       |WD?|14 33 09.1815796259 -62 03 36.722607045|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
2133|   2651.13|2MASS J14234621-6224355            |LP?|14 23 46.2159026171 -62 24 35.422777894|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
2134|   2651.63|Gaia DR3 5877498990368113664       |RR*|14 35 29.9541506530 -62 22 01.882493343|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   0|   0
2135|   2653.02|PSR J1425-6210                     |Psr|14 25 07.7056395888 -62 10 06.034180692|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   5|   0
2136|   2654.83|HD 126119                          |*  |14 26 02.0476171272 -63 17 13.162171956|     ~   |10.01    |9.92     |     ~   |     ~   |A0V            |   4|   0
2137|   2655.75|TYC 9010-2293-1                    |*  |14 23 34.5567717384 -62 54 25.025993748|     ~   |12.52    |10.83    |     ~   |     ~   |~              |   0|   0
2138|   2656.12|IRAS 14315-6248                    |IR |14 35 27.0 -63 01 15                   |     ~   |     ~   |     ~   |     ~   |     ~   |~              |   0|   0
2139|   2656.30|2MASS J14321521-6200106            |LP?|14 32 15.2079666787 -62 00 10.588777970|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
2140|   2656.61|2MASS J14300128-6156326            |LP?|14 30 01.2865174260 -61 56 32.629165698|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
2141|   2658.47|Gaia DR3 5854289708677178624       |RR*|14 25 49.3585709406 -62 05 41.314887194|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   0|   0
2142|   2659.05|2MASS J14333997-6315582            |LP*|14 33 39.9591134482 -63 15 58.268357245|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
2143|   2659.32|2MASS J14241044-6218367            |*  |14 24 10.4580909197 -62 18 36.770514108|     ~   |     ~   |     ~   |     ~   |     ~   |M              |   4|   0
2144|   2659.47|2MASS J14244146-6308495            |LP*|14 24 41.4739092558 -63 08 49.435708684|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
2145|   2660.88|2MASS J14341882-6312068            |LP?|14 34 18.8306357678 -63 12 06.777881815|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
2146|   2661.78|Gaia DR3 5877567847304137344       |RR*|14 32 45.4776701954 -62 01 47.070511853|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   0|   0
2147|   2661.95|2MASS J14354264-6224579            |Mi*|14 35 42.6548712096 -62 24 57.959393802|     ~   |     ~   |19.610   |     ~   |13.572   |~              |   2|   0
2148|   2662.73|2MASS J14281956-6157275            |LP?|14 28 19.5821243997 -61 57 27.567704015|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
2149|   2662.96|TYC 9010-3802-1                    |*  |14 26 11.2058188632 -62 03 47.546397180|     ~   |13.23    |12.25    |     ~   |     ~   |~              |   1|   0
2150|   2663.74|2MASS J14274644-6158290            |LP?|14 27 46.4414278634 -61 58 29.063136390|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
2151|   2663.82|2MASS J14251607-6208529            |LP?|14 25 16.0844688162 -62 08 53.003262657|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
2152|   2664.07|AP J14315406-6159036               |LP?|14 31 54.0660146736 -61 59 03.500098507|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   2|   0
2153|   2665.04|2MASS J14323249-6200567            |LP?|14 32 32.4897210977 -62 00 56.695173066|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
2154|   2666.39|TYC 9011-3115-1                    |*  |14 36 08.7870496848 -62 45 13.877299296|     ~   |12.34    |11.86    |     ~   |     ~   |~              |   0|   0
2155|   2666.54|2MASS J14340351-6208082            |LP*|14 34 03.5171901987 -62 08 08.259419768|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
2156|   2666.70|TYC 9010-1662-1                    |*  |14 23 20.0612697288 -62 34 33.378949272|     ~   |12.52    |11.63    |     ~   |     ~   |~              |   0|   0
2157|   2667.34|2MASS J14231608-6243500            |LP?|14 23 16.0837483529 -62 43 50.064064806|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
2158|   2669.47|2MASS J14231634-6237502            |LP?|14 23 16.3484128257 -62 37 50.221489822|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
2159|   2670.95|2MASS J14290536-6325048            |LP?|14 29 05.3628367399 -63 25 04.871428167|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
2160|   2671.53|2MASS J14231814-6235322            |LP?|14 23 18.1416713388 -62 35 32.254697995|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
2161|   2672.41|2MASS J14352611-6302017            |LP*|14 35 26.1051356141 -63 02 01.929167344|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
2162|   2672.87|2MASS J14274435-6158241            |LP?|14 27 44.3618612637 -61 58 24.143892951|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
2163|   2674.38|2MASS J14353449-6222152            |LP?|14 35 34.4980469749 -62 22 15.373243505|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
2164|   2674.77|2MASS J14271619-6159342            |LP?|14 27 16.1991480750 -61 59 34.307036761|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
2165|   2674.79|2MASS J14324743-6201397            |LP?|14 32 47.4353928049 -62 01 39.705031851|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
2166|   2675.23|2MASS J14270343-6200123            |LP?|14 27 03.4328829950 -62 00 12.361747125|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
2167|   2675.53|2MASS J14342707-6210385            |LP?|14 34 27.0832544315 -62 10 38.606396055|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
2168|   2677.31|TYC 9010-769-1                     |*  |14 31 48.0991614072 -61 58 34.762076760|     ~   |11.41    |11.07    |     ~   |     ~   |~              |   1|   0
2169|   2677.47|2MASS J14261126-6203299            |LP?|14 26 11.2642279774 -62 03 29.961613342|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
2170|   2677.53|2MASS J14310255-6324283            |LP?|14 31 02.5507690489 -63 24 28.424162790|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
2171|   2679.32|TYC 9010-3811-1                    |*  |14 26 08.0837036520 -62 03 42.406261668|     ~   |11.88    |12.05    |     ~   |     ~   |~              |   1|   0
2172|   2679.42|2MASS J14351391-6217406            |LP?|14 35 13.9298449018 -62 17 40.611962027|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
2173|   2680.59|TYC 9010-4927-1                    |SB*|14 29 48.0497586120 -63 25 26.530459104|     ~   |13.47    |12.04    |     ~   |     ~   |~              |   0|   0
2174|   2681.40|2MASS J14285082-6156295            |LP?|14 28 50.8272206336 -61 56 29.485582190|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
2175|   2682.77|2MASS J14273678-6158314            |LP?|14 27 36.7806491381 -61 58 31.423706037|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
2176|   2683.60|UCAC4 138-128749                   |SB*|14 35 54.3331148912 -62 27 40.937672949|     ~   |     ~   |     ~   |13.386   |     ~   |~              |   0|   0
2177|   2684.61|2MASS J14291981-6156064            |LP?|14 29 19.8004006905 -61 56 06.403622594|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
2178|   2684.67|2MASS J14290512-6156143            |LP?|14 29 05.1189558609 -61 56 14.468508064|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
2179|   2686.42|2MASS J14292345-6156032            |LP?|14 29 23.4525417513 -61 56 03.186457785|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
2180|   2687.32|2MASS J14235658-6220332            |LP?|14 23 56.5829722815 -62 20 33.222257940|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
2181|   2687.61|2MASS J14275800-6323571            |LP?|14 27 57.9970938197 -63 23 57.292203200|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
2182|   2688.99|2MASS J14283656-6324570            |LP?|14 28 36.5716734007 -63 24 57.021982470|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
2183|   2693.32|UCAC4 139-120998                   |Y*?|14 24 14.5276295280 -62 16 46.353429948|     ~   |     ~   |     ~   |15.019   |     ~   |~              |   1|   0
2184|   2693.83|Gaia DR3 5853243385951384704       |WD?|14 34 23.8754924125 -63 12 18.986082269|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
2185|   2695.78|TYC 9011-2661-1                    |*  |14 36 10.5439513896 -62 34 54.540326172|     ~   |11.96    |11.27    |     ~   |     ~   |~              |   0|   0
2186|   2696.77|Gaia DR2 5877504724163945856       |*  |14 34 43.3430602480 -62 12 15.272731325|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   2|   0
2187|   2697.00|TYC 9010-1759-1                    |*  |14 23 49.5498901536 -63 00 38.231849772|     ~   |12.12    |12.26    |     ~   |     ~   |~              |   1|   0
2188|   2697.06|1RXS J142317.2-623327              |X  |14 23 17.201 -62 33 27.00              |     ~   |     ~   |     ~   |     ~   |     ~   |~              |   0|   0
2189|   2698.05|TYC 9010-355-1                     |*  |14 31 05.8717127376 -61 56 50.736494364|     ~   |11.86    |11.63    |     ~   |     ~   |~              |   1|   0
2190|   2699.57|2MASS J14234069-6224013            |LP?|14 23 40.7001178048 -62 24 01.231929840|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
2191|   2700.17|TYC 9010-887-1                     |*  |14 33 27.5678484528 -63 17 50.932558248|     ~   |13.01    |11.97    |     ~   |     ~   |~              |   0|   0
2192|   2700.60|2MASS J14242523-6214444            |LP?|14 24 25.2256539343 -62 14 44.477385820|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
2193|   2700.76|2MASS J14232382-6252530            |LP?|14 23 23.8326586195 -62 52 53.335688098|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
2194|   2701.44|HD 127113                          |*  |14 32 01.7633381640 -61 58 43.692193596|     ~   |10.26    |9.04     |     ~   |     ~   |K1III          |   4|   0
2195|   2702.62|2MASS J14302299-6155580            |LP?|14 30 22.9943148495 -61 55 58.005727780|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
2196|   2702.65|CPD-62 4139                        |*  |14 28 54.9490586736 -63 25 29.055006768|     ~   |11.42    |10.28    |     ~   |     ~   |~              |   0|   0
2197|   2702.98|2MASS J14355326-6226179            |Mi*|14 35 53.2658731640 -62 26 18.000134248|     ~   |     ~   |     ~   |     ~   |14.222   |~              |   2|   0
2198|   2703.46|TYC 9010-856-1                     |*  |14 28 09.720356 -61 57 01.92516        |     ~   |11.96    |11.43    |     ~   |     ~   |~              |   0|   0
2199|   2703.57|2MASS J14271691-6159012            |LP?|14 27 16.9175472473 -61 59 01.194511613|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
2200|   2703.64|GSC 09010-00856                    |** |14 28 09.656760 -61 57 01.85112        |     ~   |11.446   |10.898   |10.842   |     ~   |~              |   0|   0
2201|   2703.91|TYC 9010-856-2                     |*  |14 28 09.584175 -61 57 01.69450        |     ~   |11.95    |11.64    |     ~   |     ~   |~              |   0|   0
2202|   2704.06|TYC 9011-2087-1                    |*  |14 36 14.7856392600 -62 38 09.706040844|     ~   |13.36    |12.41    |     ~   |     ~   |~              |   0|   0
2203|   2705.01|2MASS J14331596-6203033            |LP?|14 33 15.9730605465 -62 03 03.285251945|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
2204|   2705.66|2MASS J14290629-6155525            |LP?|14 29 06.2964359632 -61 55 52.597990748|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
2205|   2706.19|2MASS J14312980-6157245            |LP?|14 31 29.8058123970 -61 57 24.427073681|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
2206|   2707.62|2MASS J14271481-6159027            |LP?|14 27 14.8171068893 -61 59 02.793020002|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
2207|   2709.03|AP J14360142-6228561               |LP?|14 36 01.4408662004 -62 28 56.228663242|     ~   |     ~   |     ~   |     ~   |     ~   |M              |   5|   0
2208|   2709.48|Gaia DR3 5877568637632490752       |*  |14 32 47.0487088224 -62 00 58.924601208|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   0|   0
2209|   2709.51|TYC 9010-4127-1                    |** |14 32 47.081880 -62 00 59.01516        |     ~   |12.406   |11.668   |11.493   |     ~   |~              |   0|   0
2210|   2709.58|Gaia DR3 5877568637575604608       |*  |14 32 47.1326595072 -62 00 59.120857728|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   0|   0
2211|   2709.85|TYC 9010-331-1                     |*  |14 31 02.0993144904 -61 56 33.063513504|     ~   |12.09    |11.93    |     ~   |     ~   |~              |   1|   0
2212|   2710.32|2MASS J14232813-6227274            |LP?|14 23 28.1400727982 -62 27 27.376980526|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
2213|   2710.85|2MASS J14301415-6155440            |LP?|14 30 14.1475335545 -61 55 44.051910834|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
2214|   2711.29|2MASS J14353368-6301469            |LP?|14 35 33.6811422190 -63 01 47.079001987|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
2215|   2711.29|2MASS J14354620-6258434            |LP?|14 35 46.1976872359 -62 58 43.482260266|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
2216|   2712.25|2MASS J14354401-6259199            |LP?|14 35 44.0535807804 -62 59 20.086185259|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
2217|   2714.11|2MASS J14351765-6305054            |*  |14 35 17.65824 -63 05 05.4348          |     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
2218|   2715.83|Gaia DR3 5877500502196902016       |RR*|14 35 21.4557329201 -62 17 56.805670612|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   0|   0
2219|   2716.02|TYC 9010-832-1                     |*  |14 31 54.9950208792 -61 58 10.668587736|     ~   |11.79    |11.99    |     ~   |     ~   |~              |   1|   0
2220|   2716.19|2MASS J14343441-6210342            |LP?|14 34 34.4206350566 -62 10 34.323032920|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
2221|   2716.69|2MASS J14315792-6158173            |LP?|14 31 57.9300229370 -61 58 17.396591595|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
2222|   2718.43|TYC 9010-727-1                     |*  |14 27 40.2710522928 -61 57 45.592208748|     ~   |12.00    |11.75    |     ~   |     ~   |~              |   1|   0
2223|   2718.97|2MASS J14352777-6219067            |LP?|14 35 27.7802074054 -62 19 06.761706688|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
2224|   2720.19|2MASS J14282249-6156244            |LP?|14 28 22.5050683609 -61 56 24.382913879|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
2225|   2720.28|2MASS J14263286-6320391            |LP?|14 26 32.8876194539 -63 20 39.151090767|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
2226|   2720.54|2MASS J14355728-6255503            |LP?|14 35 57.2509797141 -62 55 50.381060507|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
2227|   2721.07|2MASS J14272234-6158275            |LP?|14 27 22.3393849679 -61 58 27.485252132|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
2228|   2721.34|TYC 9011-835-1                     |*  |14 35 16.7035927200 -63 05 29.331391524|     ~   |12.29    |12.12    |     ~   |     ~   |~              |   0|   0
2229|   2722.02|2MASS J14354459-6222545            |LP?|14 35 44.6025561892 -62 22 54.659496789|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
2230|   2722.13|2MASS J14243344-6212536            |LP?|14 24 33.3978691409 -62 12 53.620992311|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
2231|   2722.34|Gaia DR2 5853334885908781952       |WD?|14 27 10.8168593808 -63 22 44.146425432|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   3|   0
2232|   2723.19|UCAC4 141-136717                   |EB*|14 27 43.1654848155 -61 57 34.015328593|     ~   |14.148   |13.603   |13.620   |     ~   |~              |   1|   0
2233|   2724.00|2MASS J14234444-6222015            |LP?|14 23 44.4472897065 -62 22 01.551529912|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
2234|   2725.65|Gaia DR3 5877482325955860224       |LP?|14 36 10.0435319739 -62 31 46.269443886|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
2235|   2726.06|TYC 9010-1577-1                    |*  |14 25 29.3659667040 -63 15 54.280997028|     ~   |10.93    |10.61    |     ~   |     ~   |~              |   0|   0
2236|   2726.72|1RXS J142832.9-615603              |X  |14 28 32.899 -61 56 03.52              |     ~   |     ~   |     ~   |     ~   |     ~   |~              |   0|   0
2237|   2727.81|2MASS J14300415-6326100            |LP?|14 30 04.1360924795 -63 26 10.168156838|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
2238|   2729.18|2MASS J14360763-6252193            |LP?|14 36 07.6340859840 -62 52 19.302760441|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
2239|   2729.68|2MASS J14241914-6214539            |LP?|14 24 19.1369476943 -62 14 53.935694192|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
2240|   2729.90|TYC 9010-4900-1                    |*  |14 29 06.4182459000 -63 26 04.751166732|     ~   |11.87    |11.57    |     ~   |     ~   |~              |   0|   0
2241|   2730.04|2MASS J14345895-6308378            |LP?|14 34 58.9533578755 -63 08 37.871311783|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
2242|   2730.52|Gaia DR3 5854155327745951872       |RR*|14 23 22.9089539977 -62 54 20.427165921|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   0|   0
2243|   2731.51|2MASS J14361854-6244540            |LP*|14 36 18.5411136544 -62 44 54.040007349|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
2244|   2732.15|2MASS J14283684-6325410            |LP*|14 28 36.8338293904 -63 25 41.106719726|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
2245|   2732.18|2MASS J14243175-6212520            |LP?|14 24 31.7500562172 -62 12 51.964490036|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
2246|   2732.30|IRAS 14271-6142                    |Mi*|14 31 00.6898141344 -61 56 08.142851328|     ~   |     ~   |     ~   |     ~   |16.193   |~              |   4|   0
2247|   2732.73|2MASS J14344512-6211343            |LP?|14 34 45.1235707750 -62 11 34.287191861|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
2248|   2733.48|2MASS J14284332-6155444            |LP?|14 28 43.3244178723 -61 55 44.467981447|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
2249|   2733.86|2MASS J14245006-6210189            |LP?|14 24 50.0590175579 -62 10 18.958737224|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
2250|   2734.23|2MASS J14340855-6314547            |LP?|14 34 08.5465768018 -63 14 54.813150231|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
2251|   2734.64|2MASS J14283691-6155505            |LP?|14 28 36.9218024606 -61 55 50.532345000|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
2252|   2735.50|2MASS J14250129-6313135            |LP*|14 25 01.2942434359 -63 13 13.476898022|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
2253|   2735.87|2MASS J14273084-6323502            |LP*|14 27 30.8326679557 -63 23 50.318216782|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
2254|   2736.49|2MASS J14324709-6200286            |LP*|14 32 47.1000901505 -62 00 28.586931408|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
2255|   2736.50|2MASS J14283205-6155546            |LP?|14 28 32.0560575710 -61 55 54.650800990|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
2256|   2737.00|2MASS J14283373-6155519            |LP?|14 28 33.7471852015 -61 55 52.007297311|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
2257|   2737.24|2MASS J14230581-6239039            |LP?|14 23 05.8102273853 -62 39 03.871271520|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
2258|   2737.59|2MASS J14303334-6155311            |LP?|14 30 33.3519916063 -61 55 31.220187385|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
2259|   2739.99|2MASS J14281243-6325161            |LP?|14 28 12.4416651678 -63 25 16.197566564|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
2260|   2740.03|2MASS J14265378-6159322            |LP?|14 26 53.7717394789 -61 59 32.326513743|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
2261|   2740.31|2MASS J14235625-6218462            |LP?|14 23 56.2533347965 -62 18 46.238312061|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
2262|   2742.18|TYC 9011-2207-1                    |*  |14 36 20.3526931200 -62 44 30.450698628|     ~   |11.40    |9.81     |     ~   |     ~   |~              |   3|   0
2263|   2742.61|2MASS J14272159-6323347            |LP*|14 27 21.5975192173 -63 23 34.790157601|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
2264|   2743.05|2MASS J14230515-6238402            |LP?|14 23 05.1527605356 -62 38 40.201648765|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
2265|   2746.93|2MASS J14351636-6216018            |LP?|14 35 16.3729374463 -62 16 01.815916277|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
2266|   2747.39|IRAS 14216-6152                    |AB?|14 25 27.6481466232 -62 05 48.938863200|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   4|   0
2267|   2747.62|2MASS J14333581-6318099            |LP*|14 33 35.7942792355 -63 18 09.803698617|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   2|   0
2268|   2747.64|IRAS 14193-6219                    |LP?|14 23 10.1393836872 -62 33 12.643705764|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
