C.D.S.  -  SIMBAD4 rel 1.8  -  2024.03.27CET20:58:42

coord 14 29 42.9461331854-62 40 46.164680672 (ICRS, J2000, 2000.0), radius: 50 arcmin
-------------------------------------------------------------------------------------

Number of objects : 2680

 #  |dist(asec)|            identifier             |typ|       coord1 (ICRS,J2000/2000)        |  Mag U  |  Mag B  |  Mag V  |  Mag R  |  Mag I  |  spec. type   |#bib|#not
----|----------|-----------------------------------|---|---------------------------------------|---------|---------|---------|---------|---------|---------------|----|----
545 |   1330.25|2MASS J14305907-6220247            |LP?|14 30 59.0684399606 -62 20 24.784402365|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
546 |   1330.35|2MASS J14310214-6220339            |LP?|14 31 02.1429446417 -62 20 34.074075857|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
547 |   1331.38|2MASS J14282757-6220213            |LP?|14 28 27.5873475357 -62 20 21.292679220|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
548 |   1334.58|2MASS J14325679-6241077            |LP?|14 32 56.7942956867 -62 41 07.778914348|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
549 |   1334.75|TYC 9010-2068-1                    |Pu*|14 27 29.3731320648 -62 24 42.688642140|     ~   |10.64    |10.70    |     ~   |     ~   |~              |   1|   0
550 |   1335.41|Gaia DR2 5853541830291380096       |*  |14 28 59.2905813756 -62 19 05.440084157|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   0|   0
551 |   1335.79|2MASS J14263643-6234458            |LP?|14 26 36.4281734573 -62 34 45.757273609|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
552 |   1335.81|TYC 9010-3354-1                    |** |14 28 59.292576 -62 19 05.02932        |     ~   |12.642   |12.288   |12.397   |     ~   |~              |   0|   0
553 |   1336.11|2MASS J14263881-6247558            |LP?|14 26 38.8102509622 -62 47 55.885122927|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
554 |   1336.38|Gaia DR2 5853541834658849536       |*  |14 28 59.2882270390 -62 19 04.448114492|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   0|   0
555 |   1341.98|2MASS J14325141-6235112            |LP?|14 32 51.4142348157 -62 35 11.346287766|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
556 |   1342.46|TYC 9010-189-1                     |*  |14 32 50.6548 -62 34 50.286            |     ~   |11.27    |11.01    |     ~   |     ~   |~              |   0|   0
557 |   1342.55|2MASS J14325474-6244572            |LP?|14 32 54.7439609165 -62 44 57.185604181|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
558 |   1342.64|2MASS J14310643-6220341            |LP?|14 31 06.4388065788 -62 20 34.335098294|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
559 |   1343.32|Gaia DR3 5853507371820465024       |WD?|14 26 30.0822114271 -62 37 30.442124678|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
560 |   1350.92|2MASS J14265618-6229002            |LP?|14 26 56.1829866415 -62 29 00.339913840|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
561 |   1351.00|2MASS J14264639-6231032            |LP?|14 26 46.3933220367 -62 31 03.276287793|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
562 |   1351.60|2MASS J14280340-6221233            |LP?|14 28 03.4024979288 -62 21 23.389305042|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
563 |   1352.16|TYC 9010-900-1                     |*  |14 26 28.7933770368 -62 37 30.069336864|     ~   |12.62    |12.23    |     ~   |     ~   |~              |   0|   0
564 |   1352.30|2MASS J14263004-6245096            |LP?|14 26 30.0434647627 -62 45 09.640024610|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
565 |   1354.04|[KC2019] Theia 1111                |As*|14 26 45.05 -62 31 15.7                |     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
566 |   1355.84|UCAC4 135-116794                   |SB*|14 28 43.3032290126 -63 02 19.125521352|     ~   |     ~   |13.332   |12.963   |     ~   |~              |   0|   0
567 |   1359.57|2MASS J14321638-6255072            |LP?|14 32 16.3928733749 -62 55 07.250069906|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
568 |   1359.63|2MASS J14274462-6258579            |*  |14 27 44.6196274066 -62 58 57.852687191|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   2|   0
569 |   1359.74|2MASS J14263043-6245583            |LP*|14 26 30.4320978164 -62 45 58.363296343|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   2|   0
570 |   1363.51|2MASS J14264615-6251077            |LP?|14 26 46.1556742755 -62 51 07.817935441|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
571 |   1364.15|2MASS J14271253-6255392            |LP?|14 27 12.5398523719 -62 55 39.310622252|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
572 |   1364.39|TYC 9010-3245-1                    |*  |14 26 30.1821750168 -62 46 11.421349140|     ~   |12.52    |12.54    |     ~   |     ~   |~              |   0|   0
573 |   1365.53|2MASS J14282761-6301506            |LP?|14 28 27.6155513971 -63 01 50.643827486|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
574 |   1366.12|2MASS J14265375-6228586            |LP?|14 26 53.7555907520 -62 28 58.662481965|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
575 |   1366.54|2MASS J14283517-6219227            |LP?|14 28 35.1796563809 -62 19 22.745616296|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
576 |   1368.73|2MASS J14271887-6225075            |LP?|14 27 18.8788961709 -62 25 07.530673741|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
577 |   1369.14|2MASS J14310066-6301477            |LP?|14 31 00.6687917250 -63 01 47.763126225|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
578 |   1371.16|2MASS J14320023-6224170            |LP?|14 32 00.2208457647 -62 24 16.900706187|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
579 |   1372.22|2MASS J14272863-6223562            |LP?|14 27 28.6375819711 -62 23 56.253390870|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
580 |   1373.75|2MASS J14320939-6256239            |LP*|14 32 09.3909348668 -62 56 24.070681428|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
581 |   1374.59|2MASS J14285860-6218262            |LP?|14 28 58.5989770800 -62 18 26.343827241|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
582 |   1376.24|2MASS J14301556-6218086            |LP?|14 30 15.5757648499 -62 18 08.615285730|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
583 |   1376.93|2MASS J14325893-6245296            |LP*|14 32 58.9310806038 -62 45 29.537413476|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
584 |   1377.24|TYC 9010-2424-1                    |*  |14 31 41.0225768856 -62 22 17.511455676|     ~   |11.83    |11.37    |     ~   |     ~   |~              |   0|   0
585 |   1380.09|2MASS J14262559-6236523            |LP?|14 26 25.6002510951 -62 36 52.199774230|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
586 |   1383.14|TYC 9010-3469-1                    |SB*|14 26 22.4439652992 -62 42 23.373905472|     ~   |12.86    |12.00    |     ~   |     ~   |~              |   0|   0
587 |   1383.25|2MASS J14324168-6251251            |LP?|14 32 41.6901553492 -62 51 25.062143222|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
588 |   1385.94|2MASS J14302835-6218164            |LP?|14 30 28.3503577466 -62 18 16.389805398|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
589 |   1386.99|2MASS J14311751-6220233            |Mi*|14 31 17.5033944700 -62 20 23.419091016|     ~   |     ~   |     ~   |     ~   |14.849   |~              |   2|   0
590 |   1388.20|2MASS J14320511-6224262            |LP?|14 32 05.1085727625 -62 24 26.154456495|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
591 |   1389.26|TYC 9010-2024-1                    |*  |14 32 46.3602041184 -62 31 14.281098780|     ~   |12.20    |12.18    |     ~   |     ~   |~              |   0|   0
592 |   1390.67|TYC 9010-2621-1                    |*  |14 26 30.5703635472 -62 47 58.642629180|     ~   |13.19    |11.67    |     ~   |     ~   |~              |   0|   0
593 |   1394.88|CD-61 4424                         |*  |14 32 14.4307223928 -62 25 24.935215836|     ~   |11.33    |9.64     |     ~   |     ~   |~              |   0|   0
594 |   1394.96|2MASS J14323923-6229253            |LP?|14 32 39.2326271432 -62 29 25.289439276|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
595 |   1395.59|Gaia DR2 5853528743596612992       |*  |14 32 00.8998253742 -62 23 47.802028988|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   2|   0
596 |   1398.68|UCAC4 138-126805                   |SB*|14 32 13.0665928117 -62 25 08.729716994|     ~   |     ~   |     ~   |13.702   |     ~   |~              |   0|   0
597 |   1402.41|TYC 9010-306-1                     |*  |14 33 05.6684455080 -62 38 37.298998932|     ~   |13.54    |12.17    |     ~   |     ~   |~              |   0|   0
598 |   1406.22|2MASS J14315809-6258245            |LP?|14 31 58.0896511139 -62 58 24.673156530|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
599 |   1407.15|2MASS J14325026-6231307            |LP?|14 32 50.2603978560 -62 31 30.791425153|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
600 |   1408.86|2MASS J14292335-6217237            |LP?|14 29 23.3471170156 -62 17 23.868444765|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
601 |   1409.75|2MASS J14273475-6222304            |LP?|14 27 34.7518331498 -62 22 30.500571714|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
602 |   1409.83|Gaia DR3 5853407002701965568       |RR*|14 26 50.5020040730 -62 53 33.201349739|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   0|   0
603 |   1409.83|2MASS J14282125-6302204            |LP?|14 28 21.2635148609 -63 02 20.474646960|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
604 |   1409.86|Gaia DR3 5854268817927128448       |WD?|14 28 09.5939260669 -62 19 53.244968884|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
605 |   1410.26|Gaia DR3 5853531938996453888       |RR?|14 31 43.8105451656 -62 21 50.783310972|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
606 |   1412.85|2MASS J14264013-6251356            |LP*|14 26 40.1267514967 -62 51 35.549257683|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
607 |   1413.24|2MASS J14262734-6248035            |LP?|14 26 27.3441872166 -62 48 03.557133234|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
608 |   1413.65|OGLE GD-DSCT-4592                  |dS*|14 27 14.23 -62 24 36.3                |     ~   |     ~   |16.971   |     ~   |14.905   |~              |   1|   0
609 |   1414.91|UCAC4 136-118914                   |SB*|14 32 15.1225658646 -62 56 42.327928526|     ~   |14.512   |13.344   |13.087   |     ~   |~              |   0|   0
610 |   1416.52|TYC 9010-2453-1                    |*  |14 26 25.4722688976 -62 47 32.798714784|     ~   |12.27    |11.74    |     ~   |     ~   |~              |   0|   0
611 |   1416.89|2MASS J14303970-6218048            |LP?|14 30 39.6887522206 -62 18 04.905592112|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
612 |   1416.99|2MASS J14282884-6218456            |LP?|14 28 28.8297588433 -62 18 45.455360662|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
613 |   1418.06|2MASS J14265852-6255062            |LP?|14 26 58.5180167400 -62 55 06.282081467|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
614 |   1418.10|HD 126792                          |*  |14 30 07.8247328040 -62 17 18.583462536|     ~   |10.34    |10.18    |     ~   |     ~   |A0V            |   3|   0
615 |   1418.40|Gaia DR2 5853528571797908352       |*  |14 32 09.4123762370 -62 24 13.376984468|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   2|   0
616 |   1421.09|TYC 9010-1827-1                    |*  |14 28 17.2777401480 -63 02 20.721072300|     ~   |11.52    |11.29    |     ~   |     ~   |~              |   0|   0
617 |   1421.87|TYC 9010-2124-1                    |*  |14 26 53.6814776616 -62 27 17.780355648|     ~   |12.69    |11.95    |     ~   |     ~   |~              |   0|   0
618 |   1423.53|TYC 9010-1088-1                    |*  |14 26 19.7260886976 -62 36 32.362671672|     ~   |12.38    |11.63    |     ~   |     ~   |~              |   0|   0
619 |   1423.96|2MASS J14324123-6228511            |LP?|14 32 41.2269427608 -62 28 51.228211310|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
620 |   1424.72|2MASS J14275052-6220527            |LP?|14 27 50.5123253854 -62 20 52.864742439|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
621 |   1426.44|2MASS J14331013-6240358            |LP?|14 33 10.1269470328 -62 40 35.761288434|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
622 |   1427.91|2MASS J14330354-6234521            |LP?|14 33 03.5508519735 -62 34 52.231328378|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
623 |   1428.03|TYC 9010-2455-1                    |*  |14 26 59.7187316496 -62 55 33.300608196|     ~   |12.21    |11.65    |     ~   |     ~   |~              |   0|   0
624 |   1428.23|2MASS J14290730-6217194            |LP?|14 29 07.2937565615 -62 17 19.466992367|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
625 |   1428.25|2MASS J14281069-6302074            |PM*|14 28 10.7026304783 -63 02 07.363856461|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   2|   0
626 |   1429.95|2MASS J14324741-6251511            |LP?|14 32 47.4049003030 -62 51 51.129640182|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
627 |   1430.55|V* V762 Cen                        |EB*|14 31 30.8549752080 -63 01 11.293040064|     ~   |11.85    |11.50    |     ~   |     ~   |~              |  10|   0
628 |   1430.69|2MASS J14330896-6244041            |LP?|14 33 08.9539474352 -62 44 04.100682263|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
629 |   1432.94|IRAS 14291-6219                    |*  |14 32 59.1859697424 -62 32 57.054373908|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   0|   0
630 |   1432.99|2MASS J14331109-6240582            |LP?|14 33 11.0996919979 -62 40 58.216455085|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
631 |   1435.25|Gaia DR3 5854269470789319552       |LP?|14 27 47.8875280812 -62 20 52.236950377|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
632 |   1435.39|2MASS J14312184-6301520            |LP?|14 31 21.8304182926 -63 01 52.029743731|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
633 |   1437.50|2MASS J14275246-6220291            |LP?|14 27 52.4516074432 -62 20 29.143854058|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
634 |   1438.00|2MASS J14261764-6245209            |LP?|14 26 17.6523885645 -62 45 20.896105782|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
635 |   1438.41|2MASS J14314484-6221211            |LP?|14 31 44.8321816620 -62 21 21.178752278|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
636 |   1438.87|2MASS J14323131-6226398            |LP?|14 32 31.3092031027 -62 26 39.887365833|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
637 |   1441.60|TYC 9010-2910-1                    |*  |14 31 16.2137444784 -62 19 17.395036356|     ~   |12.28    |12.32    |     ~   |     ~   |~              |   0|   0
638 |   1444.09|2MASS J14281532-6218554            |LP?|14 28 15.3344366989 -62 18 55.771185390|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
639 |   1444.61|2MASS J14325166-6251256            |LP*|14 32 51.6677481337 -62 51 25.675951324|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
640 |   1447.10|2MASS J14261294-6239537            |LP?|14 26 12.9377975142 -62 39 53.740800639|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
641 |   1447.86|IRAS 14274-6248                    |FIR|14 31 20.5 -63 02 11                   |     ~   |     ~   |     ~   |     ~   |     ~   |~              |   0|   0
642 |   1448.02|2MASS J14302105-6304305            |LP?|14 30 21.0574368251 -63 04 30.539324334|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
643 |   1449.47|2MASS J14275752-6219538            |LP?|14 27 57.5201237315 -62 19 53.970475479|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
644 |   1449.57|2MASS J14320288-6222475            |LP?|14 32 02.8989028705 -62 22 47.496226177|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
645 |   1449.98|2MASS J14331331-6239466            |LP?|14 33 13.3261638779 -62 39 46.674061936|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
646 |   1451.85|2MASS J14265670-6255456            |LP?|14 26 56.7219644039 -62 55 45.810809681|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
647 |   1454.80|2MASS J14320225-6222364            |LP?|14 32 02.2325768291 -62 22 36.423922930|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
648 |   1457.46|2MASS J14275648-6219488            |LP?|14 27 56.4751599290 -62 19 48.962655186|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
649 |   1457.77|2MASS J14320694-6223019            |*  |14 32 06.94488 -62 23 01.9824          |     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
650 |   1458.20|2MASS J14304160-6217256            |LP?|14 30 41.5898750672 -62 17 25.730814315|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
651 |   1458.21|2MASS J14261117-6240220            |*  |14 26 11.1867476096 -62 40 22.109460966|     ~   |     ~   |     ~   |     ~   |     ~   |M              |   3|   0
652 |   1459.87|2MASS J14300598-6216351            |*  |14 30 06.0136085234 -62 16 35.073012069|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
653 |   1461.75|TYC 9010-1263-1                    |SB*|14 29 47.7944483280 -63 05 07.539524916|     ~   |12.48    |12.28    |     ~   |     ~   |~              |   0|   0
654 |   1461.95|2MASS J14312764-6219365            |*  |14 31 27.5949699426 -62 19 36.498536063|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   2|   0
655 |   1462.44|2MASS J14313730-6301217            |LP*|14 31 37.2881097963 -63 01 21.588789191|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   2|   0
656 |   1463.36|Gaia DR3 5853435731750801024       |RR*|14 28 50.9890612887 -63 04 25.737408441|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   0|   0
657 |   1464.37|2MASS J14310541-6218179            |LP?|14 31 05.4102611931 -62 18 17.834580530|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
658 |   1469.53|2MASS J14260975-6239421            |LP?|14 26 09.7568589585 -62 39 42.132141118|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
659 |   1469.58|2MASS J14331641-6240550            |LP?|14 33 16.4138554558 -62 40 55.046864934|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
660 |   1470.28|2MASS J14314185-6220280            |LP?|14 31 41.8669803544 -62 20 28.060470413|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
661 |   1470.50|2MASS J14284875-6217044            |LP?|14 28 48.7493839433 -62 17 04.445116855|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
662 |   1471.51|2MASS J14313182-6301551            |LP?|14 31 31.8228192595 -63 01 55.102657382|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
663 |   1474.54|2MASS J14324474-6227537            |LP?|14 32 44.7375077432 -62 27 53.781755866|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
664 |   1474.59|2MASS J14320309-6222152            |LP*|14 32 03.0776799799 -62 22 15.304056786|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
665 |   1476.45|2MASS J14274578-6301258            |LP*|14 27 45.7687243679 -63 01 25.801620916|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
666 |   1478.39|IRAS 14244-6205                    |LP?|14 28 14.0857113312 -62 18 22.045298112|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
667 |   1478.48|2MASS J14315834-6221426            |LP?|14 31 58.3317255918 -62 21 42.558095360|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
668 |   1478.59|2MASS J14260836-6242004            |LP?|14 26 08.3695283432 -62 42 00.420823797|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
669 |   1479.66|2MASS J14322376-6224302            |LP?|14 32 23.7577984308 -62 24 30.208182608|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
670 |   1480.27|2MASS J14310162-6217499            |LP?|14 31 01.6167396764 -62 17 49.914934632|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
671 |   1480.91|2MASS J14325118-6252508            |*  |14 32 51.1830495892 -62 52 50.820219006|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   2|   0
672 |   1482.59|TYC 9010-3254-1                    |*  |14 28 16.2292366632 -62 18 10.756508328|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
673 |   1484.53|2MASS J14315802-6300074            |LP*|14 31 58.0236874834 -63 00 07.403501125|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
674 |   1484.94|2MASS J14331504-6245266            |*  |14 33 15.0389365452 -62 45 26.591869119|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   2|   0
675 |   1488.36|TYC 9010-1672-1                    |*  |14 27 21.5014389576 -62 22 05.001016260|     ~   |11.04    |10.96    |     ~   |     ~   |~              |   1|   0
676 |   1492.55|2MASS J14313840-6301524            |LP?|14 31 38.3973617195 -63 01 52.446517870|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
677 |   1493.53|2MASS J14312198-6218395            |LP?|14 31 21.9806201781 -62 18 39.511275559|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
678 |   1494.14|2MASS J14271153-6258415            |LP?|14 27 11.5253621480 -62 58 41.674886413|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
679 |   1495.08|TYC 9010-1150-1                    |*  |14 26 38.0985034080 -62 27 48.991949532|     ~   |13.26    |11.51    |     ~   |     ~   |~              |   0|   0
680 |   1495.27|Gaia DR3 5854260670372847488       |Pu*|14 26 22.7505615227 -62 31 15.092222263|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   0|   0
681 |   1496.30|TYC 9010-947-1                     |*  |14 30 50.2275155136 -63 04 29.975797632|     ~   |12.19    |11.68    |     ~   |     ~   |~              |   0|   0
682 |   1498.83|Gaia DR3 5853529155860636160       |RR*|14 32 10.8733817765 -62 22 31.312122611|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   0|   0
683 |   1500.02|2MASS J14291409-6215597            |LP?|14 29 14.0715073148 -62 15 59.561174653|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
684 |   1500.03|2MASS J14281053-6303265            |LP*|14 28 10.5382428735 -63 03 26.502811652|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
685 |   1503.18|2MASS J14263786-6254113            |LP*|14 26 37.8589931039 -62 54 11.260033955|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
686 |   1505.02|2MASS J14300992-6305396            |LP?|14 30 09.9251243997 -63 05 39.839378788|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
687 |   1505.57|TYC 9010-1059-1                    |*  |14 30 31.6684841256 -63 05 14.426451096|     ~   |11.96    |11.48    |     ~   |     ~   |~              |   0|   0
688 |   1506.24|TYC 9010-2647-1                    |*  |14 28 32.3281950408 -63 04 32.902462236|     ~   |12.29    |10.97    |     ~   |     ~   |~              |   0|   0
689 |   1508.17|2MASS J14260695-6236441            |LP?|14 26 06.9625797754 -62 36 44.077667234|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
690 |   1510.42|2MASS J14260414-6239048            |LP?|14 26 04.1489401394 -62 39 04.753368289|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
691 |   1511.19|TYC 9010-4072-1                    |*  |14 32 33.7340027064 -62 25 03.291450384|     ~   |12.75    |10.90    |     ~   |     ~   |~              |   0|   0
692 |   1513.37|TYC 9010-938-1                     |*  |14 32 52.9704007032 -62 28 13.317971016|     ~   |12.35    |11.93    |     ~   |     ~   |~              |   0|   0
693 |   1515.61|2MASS J14294584-6306016            |LP?|14 29 45.8483018702 -63 06 01.644379993|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
694 |   1515.65|TYC 9010-36-1                      |*  |14 33 18.1815908832 -62 35 37.658650704|     ~   |12.60    |12.16    |     ~   |     ~   |~              |   0|   0
695 |   1518.04|2MASS J14324626-6254574            |Mi*|14 32 46.2658043100 -62 54 57.264900842|     ~   |     ~   |     ~   |     ~   |14.058   |~              |   3|   0
696 |   1518.69|2MASS J14311484-6217474            |LP?|14 31 14.8442660747 -62 17 47.405409951|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
697 |   1520.33|2MASS J14320805-6259569            |LP*|14 32 08.0530964198 -62 59 56.904572646|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
698 |   1520.35|2MASS J14320268-6221131            |LP?|14 32 02.6743511001 -62 21 13.172211015|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
699 |   1521.15|2MASS J14324346-6226161            |LP*|14 32 43.4594425399 -62 26 16.167943019|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   2|   0
700 |   1523.05|TYC 9010-1791-1                    |*  |14 31 28.3808291088 -63 03 07.599218760|     ~   |11.30    |11.18    |     ~   |     ~   |~              |   0|   0
701 |   1526.58|[MML2017] 6108                     |MoC|14 26 11.822 -62 48 42.94              |     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
702 |   1529.71|2MASS J14274851-6218577            |LP?|14 27 48.5085377146 -62 18 57.845103509|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
703 |   1529.72|2MASS J14291578-6306045            |LP?|14 29 15.7990403793 -63 06 04.592156151|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
704 |   1530.00|2MASS J14272016-6221182            |LP?|14 27 20.1659595773 -62 21 18.223357378|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
705 |   1531.81|2MASS J14324577-6255266            |LP?|14 32 45.7869276594 -62 55 26.541133050|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
706 |   1532.09|2MASS J14331408-6232516            |LP?|14 33 14.0781844462 -62 32 51.664026529|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
707 |   1534.87|2MASS J14331791-6234093            |LP?|14 33 17.9159862292 -62 34 09.388750752|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
708 |   1535.70|2MASS J14264405-6225359            |LP?|14 26 44.0474700978 -62 25 35.926826860|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
709 |   1536.36|2MASS J14262417-6252333            |LP?|14 26 24.1720066112 -62 52 33.398913764|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
710 |   1537.00|2MASS J14313193-6303102            |LP?|14 31 31.9402981428 -63 03 10.202386009|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
